marketplace,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,review_date,review_body_length,sentiment_score,sentiment_comparative,isPrivacy,coder_rating,classification,class_prob
US,3730423,RUN091F4PREXX,B00DJYC55C,160617994,,1,79,88,2014-03-01,522,-4,-0.0380952380952381,true,1,privacy,0.9974571834434517
US,51741531,R3CPINMZHKA32C,B0094BB4TW,569156287,,1,0,1,2014-02-28,356,1,0.014925373134328358,true,,privacy,0.997744472198817
US,19647288,RDODVNLP7B2AN,B00HW00WCC,863014487,,1,2,3,2014-02-26,212,2,0.05,true,,privacy,0.9982020000981245
US,45512756,R2857XWGV4FGWI,B0083ARFES,390835123,,1,443,520,2014-02-26,277,-12,-0.23076923076923078,true,1,privacy,0.998314697450582
US,29949160,RLI4HZH0V1UHM,B00DJYC55C,160617994,,1,0,2,2014-02-23,366,-5,-0.0684931506849315,true,,privacy,0.9998896996098585
US,37805894,RLDU4ZTPWTVK7,B006FK7SZ4,373408163,,1,1,2,2014-02-22,500,5,0.054945054945054944,true,,privacy,0.9995095012223022
US,3708495,R3D83DOR10YCZD,B00DJYC55C,160617994,,1,718,794,2014-02-21,538,11,0.11,true,1,privacy,0.9998226208760522
US,3774094,R1XQPW51YSC0S,B00DJYC55C,160617994,,1,520,572,2014-02-20,342,-2,-0.03333333333333333,true,1,privacy,0.9996329344961075
US,19560281,R221ELM9H38N9M,B00FN811SY,384352211,,5,0,0,2014-02-19,359,9,0.1323529411764706,true,,privacy,0.9996356598078674
US,27505917,R3G79FRDMIFZFE,B00CHNC2BS,701043664,,1,16,31,2014-02-19,189,0,0,true,,privacy,0.9975289001671266
US,36804348,R16QE957KFB3O8,B00D2YYEBC,238775802,,3,0,0,2014-02-18,355,0,0,true,,privacy,0.9971656010544543
US,33381997,R3OGKW9NSI2ESN,B00G4A6VZS,520298696,,1,15,38,2014-02-07,161,3,0.10714285714285714,true,,privacy,0.9997814239667889
US,28446683,R3FPVCY7WOQ572,B00F8GYC1Y,643077794,,1,5,8,2014-01-28,303,0,0,true,,privacy,0.9999793444252971
US,50878751,R35RQJZA7SVWY7,B007HCCC5A,964740642,,1,4,5,2014-01-26,226,-1,-0.02857142857142857,true,,privacy,0.9996248308406007
US,16714542,R2LTCWAH24V1WN,B00HJ1AXIW,767438338,,1,3,3,2014-01-20,309,-3,-0.04838709677419355,true,,privacy,0.9991632053500019
US,23379600,R1OV9L6L7MHOZR,B00H168ITQ,88930910,,5,6,7,2014-01-10,466,19,0.20652173913043478,true,,privacy,0.9986324384257054
US,24400782,RNFSMZJ3Y4F1Y,B008BTKUHK,736021512,,2,0,0,2014-01-08,416,1,0.011764705882352941,true,,privacy,0.999164567938337
US,39606614,R1RVL6Q9UKLEON,B007MG360G,7065135,,1,76,85,2013-12-28,178,-5,-0.14285714285714285,true,1,privacy,0.9995846279833668
US,12783597,R1VCN83DY2DMPG,B008HPRQ3Y,57337364,,5,0,0,2013-12-09,257,10,0.22727272727272727,true,,privacy,0.9998170881300648
US,32022710,R2IPDDE1XBZOA9,B00BUEQ22U,321605782,,1,15,20,2013-12-02,391,-1,-0.014925373134328358,true,,privacy,0.9977317397801619
US,6158534,R1NVA555R2BO0P,B00EKZIAY4,170645968,,1,5,5,2013-11-24,249,-20,-0.4166666666666667,true,,privacy,0.998022330918746
US,11804227,R23W6GYAD1FGR6,B004MC8CA2,937221751,,4,0,0,2013-11-24,266,8,0.16666666666666666,true,,privacy,0.9974913140669874
US,25419494,R2PG54DIQNU1AW,B009LHY6SK,465029928,,3,1,1,2013-11-22,282,7,0.13725490196078433,true,,privacy,0.9986838848937877
US,12997740,R37ZOTH6AUFMG5,B00BDRNBRI,127307590,,5,0,0,2013-10-30,515,6,0.06060606060606061,true,,privacy,0.9975044750289436
US,15681565,RY1HR5XIWPJ4F,B0064X7FVE,140639925,,4,0,0,2013-10-10,154,8,0.2857142857142857,true,,privacy,0.9979312675732124
US,46753931,R3FK28OS88LDHM,B007XUXDVI,145964012,,1,0,0,2013-08-27,128,0,0,true,,privacy,0.9995325374022022
US,15451350,R2VBQOTQ8NGAWY,B005D9MUWY,467615522,,5,0,0,2013-08-20,149,6,0.20689655172413793,true,,privacy,0.9976642536173311
US,32739726,R106G7K4CDIGD5,B004T2P7MQ,828745586,,2,1,1,2013-08-18,220,0,0,true,,privacy,0.9993229853933318
US,32341823,R1TSOSOMV42H6Z,B007TMUNDQ,182882032,,1,4,15,2013-08-18,347,3,0.045454545454545456,true,,privacy,0.9977162994753576
US,14921238,R24L9278G70SDE,B0080SZ0V8,966455148,,1,0,0,2013-08-04,367,4,0.05263157894736842,true,,privacy,0.998680767580575
US,51610118,R1E8ZYQNHYD93W,B004LGVA3U,147898413,,1,10,13,2013-07-24,385,-5,-0.06666666666666667,true,,privacy,0.9999988423686174
US,20041392,RNM3AGL2E736B,B00AM36ZVS,995594815,,1,49,60,2013-07-08,514,-2,-0.023809523809523808,true,1,privacy,0.999993014775476
US,10486392,R2HHMATSRHFIB5,B00DKDSLGO,426446056,,1,0,5,2013-07-05,138,0,0,true,,privacy,0.9985366772527371
US,27677504,R1J1F2N4G7CAWV,B00AFNW5E6,403916383,,4,10,19,2013-06-27,420,0,0,true,,privacy,0.9986973541334235
US,13830268,R2Z82EYO4H1762,B00C0UHGLO,710471955,,1,40,50,2013-06-22,216,-1,-0.022222222222222223,true,,privacy,0.9989987320807439
US,11667259,R1M6L986KV8IL5,B00C0UHGLO,710471955,,5,18,63,2013-06-22,499,4,0.04081632653061224,true,4,privacy,0.9990347977471898
US,52638514,R2IO7RMCZR0U3T,B00BHIQW0G,66520177,,1,2,5,2013-06-13,268,3,0.06818181818181818,true,,privacy,0.9972993744352283
US,44295167,R1UKBKKP1FDD8,B0066T8SDU,958393085,,2,1,1,2013-06-12,496,4,0.0392156862745098,true,,privacy,0.9990617128320057
US,36900931,R1TBJYHQO62NK6,B00C4OZ3CK,833879555,,5,33,36,2013-06-07,182,0,0,true,,privacy,0.9998737772610076
US,43700038,R2ZQYBOH4VZYVG,B004RJMUJO,873116544,,1,28,39,2013-05-23,218,0,0,true,,privacy,0.9999293195176328
US,32627554,R2RC7DDX8VGULA,B0085CCWO2,715252017,,2,60,86,2013-05-19,393,-4,-0.05970149253731343,true,2,privacy,0.9998012668902209
US,22786060,R22QVS43NQ31X4,B0070DOHQS,177018329,,1,11,18,2013-05-04,389,-2,-0.03225806451612903,true,,privacy,0.9992701757063771
US,52099956,R34EYY7224RD8R,B00BFRNEDM,68671066,,2,3,4,2013-05-04,227,3,0.07317073170731707,true,,privacy,0.9990259394306554
US,48180359,R3GA5V9XNN4L4,B005HB4F08,530489210,,1,0,0,2013-04-27,350,-2,-0.030303030303030304,true,,privacy,0.9978453344189245
US,49128541,R105YQQNRB4740,B004LOMB2Q,435106875,,4,0,0,2013-04-17,187,0,0,true,,privacy,0.9999091027655777
US,33774684,R3K1PYBWNGUR42,B00BD2DRHW,446038725,,1,83,209,2013-04-17,384,-7,-0.09333333333333334,true,2,privacy,0.9997773263489739
US,7049321,R2Q3BG21APT3EW,B009NJ7G6K,542195112,,1,34,47,2013-03-26,128,2,0.09090909090909091,true,,privacy,0.9993646997482029
US,46485143,R3BXJ2EGK7ZYLQ,B00BI583GE,625009249,,1,1,1,2013-03-24,115,0,0,true,,privacy,0.9971843791540576
US,10000790,R8E8KETR3WU14,B005V1N71W,604741418,,3,0,0,2013-03-24,430,-2,-0.02531645569620253,true,,privacy,0.999799782430323
US,12690445,R368I4ARWBKIWY,B008KO4DT2,200205235,,4,1,3,2013-03-16,189,1,0.027777777777777776,true,,privacy,0.9996862067901413
US,45972523,R3LAGI0AHG8M7Y,B00942X8PY,657356971,,2,7,32,2013-03-10,528,2,0.024096385542168676,true,,privacy,0.999149311436867
US,14389873,R3M7JT28NDO36W,B004R1FCII,798312619,,1,1,2,2013-03-07,183,-1,-0.02631578947368421,true,,privacy,0.9990247565674228
US,14476658,R2S5Y86Z76YN6X,B005YFNC92,822621806,,4,0,0,2013-02-16,429,-3,-0.039473684210526314,true,,privacy,0.9986212676897319
US,11451802,RVJ8140V5HSJ6,B009KFBQCC,690591172,,1,243,419,2013-02-03,386,0,0,true,2,privacy,0.9988920331593354
US,21188960,R20OG5ZTIYTAUH,B008D29K7G,584372190,,5,0,0,2013-01-27,412,-3,-0.0379746835443038,true,,privacy,0.9988916102937682
US,21807614,R2VKQTMJ1PKBX,B00AOA9BL0,62621211,,1,18,26,2013-01-23,153,1,0.034482758620689655,true,,privacy,0.9984255148672044
US,27422856,RPGRRWCEF0WN4,B00AFCEIB0,415406178,,3,1,4,2013-01-15,379,1,0.013513513513513514,true,,privacy,0.999838260237575
US,22786060,R3BRLI9EZQJUL6,B0093BM38O,323670639,,1,1,1,2013-01-15,317,6,0.11538461538461539,true,,privacy,0.9994828822993398
US,27763007,R1VZWHLSZXCF75,B006LST3M6,716755021,,1,4,5,2013-01-11,444,3,0.03529411764705882,true,,privacy,0.9994566165993247
US,10560105,R29OMVUNCMASPP,B0071NQKNK,121679197,,1,0,0,2012-12-15,109,-2,-0.1,true,,privacy,0.9998301965395254
US,43177145,RYUXTY4ZU7B54,B006ON41FC,205379158,,1,74,83,2012-12-10,453,4,0.04938271604938271,true,1,privacy,0.9999135970114268
US,14305393,R28I7EGNI7SK7Y,B004U7MKHA,279644034,,1,1,2,2012-12-06,371,-1,-0.014285714285714285,true,,privacy,0.9997794880556087
US,16360644,R1J3VTNEREUS46,B0064DBE9I,170435401,,1,2,3,2012-12-04,123,0,0,true,,privacy,0.999039720055088
US,11314807,R24BXTWJCSJ1FE,B009F2ZLYY,26562872,,1,13,13,2012-11-30,152,-2,-0.06666666666666667,true,,privacy,0.9985890818948896
US,42714309,R1H7DPJ886RVKV,B009H9GBDK,655914536,,1,2,4,2012-11-11,184,2,0.05405405405405406,true,,privacy,0.9996133611685032
US,42062979,R37UJRTQK0E05O,B004WGGQPQ,649313067,,2,25,31,2012-10-27,417,-1,-0.013513513513513514,true,,privacy,0.99747977447872
US,41953097,R3T38ZINEC3CJ6,B007ZSADMK,745942246,,1,10,15,2012-10-13,240,-2,-0.05555555555555555,true,,privacy,0.9999728321523236
US,50410677,R14ERAUVDLE8ZG,B008DXA2CW,502853234,,1,0,0,2012-09-30,414,-3,-0.039473684210526314,true,,privacy,0.998347904479861
US,45218392,RTPCA3EY8R45A,B004GMP53U,461081293,,1,3,9,2012-09-24,176,-4,-0.11764705882352941,true,,privacy,0.9986587708108774
US,15005777,R33GQZNZ4FRMJ6,B004QEFQIM,281660303,,1,5,8,2012-09-10,410,-7,-0.09333333333333334,true,,privacy,0.9999690470977021
US,50501777,R131RZY051W8XX,B008D28HYS,608399083,,1,10,19,2012-08-24,308,-2,-0.03389830508474576,true,,privacy,0.9998452999992091
US,18067672,RCMZM028MGT0W,B007EEHH1K,757469726,,2,2,2,2012-08-21,313,0,0,true,,privacy,0.9997494219998014
US,52981967,R3BUYNN7FZO81O,B0051QAP08,811365165,,1,5,9,2012-08-17,164,-1,-0.037037037037037035,true,,privacy,0.9998348492888912
US,52956283,R1LFLHXJHKUOV8,B007XF3VN8,644213458,,1,5,5,2012-07-07,433,-8,-0.10526315789473684,true,,privacy,0.9999951831462176
US,40639748,RCMYCC8PO2IOT,B004HGK6FW,812937552,,5,0,0,2012-06-09,187,-2,-0.05263157894736842,true,,privacy,0.9982403090106735
US,28456927,RH9INVW2VUZ49,B006OOUNBW,411200336,,5,2,2,2012-06-03,344,3,0.043478260869565216,true,,privacy,0.9983547573776178
US,50341487,R291XXHDCR11K5,B007OX0Q3M,316859847,,1,1,1,2012-05-31,187,3,0.09090909090909091,true,,privacy,0.9999856490930907
US,31452491,R2GV2I62ZYSBXK,B007FRHA9A,71109286,,1,1,2,2012-05-27,264,-2,-0.04,true,,privacy,0.9995914515538726
US,52813652,R8D8AEZVCVU53,B005LH1DBC,126733399,,1,0,0,2012-04-30,403,1,0.015625,true,,privacy,0.9996028412459372
US,29091744,R1YCF4XZ22NCFN,B004H6WTJI,449372063,,1,11,19,2012-04-30,334,5,0.07575757575757576,true,,privacy,0.9999684847361915
US,47565326,R3EHH9I1A5GVOA,B007XKEY6Q,997602666,,5,0,0,2012-04-27,242,3,0.06666666666666667,true,,privacy,0.9998701358939949
US,35771439,R14RH3MFAAPLO7,B006VFQUNO,582406673,,1,0,0,2012-04-22,513,-4,-0.04040404040404041,true,,privacy,0.9991709321706101
US,29507662,R2MW5E8OOTC153,B004WOXGCO,406423488,,3,0,0,2012-04-18,452,5,0.056179775280898875,true,,privacy,0.9996940685114437
US,10805234,R181U0KXEWUB9Y,B007JOA03M,929718909,,1,0,5,2012-04-15,103,0,0,true,,privacy,0.9976558447285073
US,45547245,R3MUCL6JO303TR,B004RJMUJO,873116544,,3,1,1,2012-04-08,265,-5,-0.09803921568627451,true,,privacy,0.9993477921988645
US,46467679,R193325PG9GN0W,B007IXH8B6,902557965,,1,1,10,2012-04-06,314,2,0.03278688524590164,true,,privacy,0.9984897935687732
US,21791879,R3E322BXI5C9UP,B007MFDUP8,977699896,,1,0,0,2012-03-24,290,-2,-0.03508771929824561,true,,privacy,0.9979215370884178
US,47265349,R274SDW81B03U,B007D21OC6,397241690,,1,5,7,2012-03-22,174,-3,-0.0967741935483871,true,,privacy,0.9997698793378499
US,40127995,R2S9AOUXW0Y951,B004XNPQUO,339035472,,1,1,1,2012-03-02,86,2,0.1,true,,privacy,0.9998437970840321
US,43165146,R1W8D1HL3FI4WG,B006OBWGHO,359759675,,1,56,74,2012-02-25,227,0,0,true,1,privacy,0.9999201896349155
US,48863020,R3EYV1PS6W7UE,B0069CEZH2,786775089,,1,1,1,2012-02-25,196,3,0.07692307692307693,true,,privacy,0.9997474120808775
US,33632136,R1QWHTWIEAP0RZ,B006OBWGHO,359759675,,1,38,52,2012-02-12,155,-7,-0.22580645161290322,true,2,privacy,0.9990323596083852
US,27526449,R7W7ZJ065PG2A,B0052U1O4Y,677173701,,1,0,1,2012-02-05,231,1,0.0196078431372549,true,,privacy,0.9993835122091307
US,16030614,R9NV96793DBCV,B0060EM2WY,528444927,,1,0,1,2012-01-02,239,1,0.022222222222222223,true,,privacy,0.999096515776857
US,46664131,R3HE618RA1LR6H,B004LOMB2Q,435106875,,1,114,125,2011-12-31,106,0,0,true,2,privacy,0.9986212155777708
US,53055969,R3KZL6HBFMFPF8,B004Q3CJQ0,818625038,,1,7,7,2011-12-30,336,2,0.03076923076923077,true,,privacy,0.999109281662619
US,34980361,R1AARS2DQ3QIGJ,B005SJTLUS,393150254,,5,2,3,2011-11-30,381,7,0.109375,true,,privacy,0.9977507844407701
US,24100371,R2F3PTHERPXY97,B005SJTLUS,393150254,,1,0,1,2011-11-29,315,0,0,true,,privacy,0.9989815463685322
US,11965420,RTVPPZ5YNR89L,B005SJTLUS,393150254,,1,3,5,2011-11-29,386,0,0,true,,privacy,0.9978981175944288
US,51336468,R235BQMF4GLK16,B00685VI98,776909461,,1,2,5,2011-11-25,350,2,0.030303030303030304,true,,privacy,0.9999879824274063
US,51567596,RESLVXQTRZH10,B005V20JKI,236746304,,1,0,0,2011-11-24,121,-2,-0.09523809523809523,true,,privacy,0.9999307135196323
US,19334990,R9BEHD26OR63R,B0066T0BTO,964085159,,5,1,2,2011-11-21,377,4,0.05333333333333334,true,,privacy,0.9997373220364038
US,51323209,R192AM3CVUEI80,B004SUP0X0,873519910,,3,2,4,2011-11-12,498,6,0.06382978723404255,true,,privacy,0.9978778539189097
US,29398639,R3VNEHKCN5BO6H,B005EI48SI,558701936,,1,2,6,2011-10-28,144,-1,-0.03333333333333333,true,,privacy,0.9999479354760279
US,48434015,R2A6BYUPRO6WIZ,B005R1YPEY,65835448,,1,2,8,2011-10-16,449,-4,-0.045454545454545456,true,,privacy,0.9998325307887858
US,36807506,R3F1AIUUHS4JVM,B00571FIWM,689337867,,2,0,0,2011-09-27,268,0,0,true,,privacy,0.9996791457146548
US,38939429,R3QJNZC731SXTT,B004YL6RUI,127971189,,5,0,1,2011-09-24,249,-8,-0.1509433962264151,true,,privacy,0.9995544140856727
US,21434677,R3VU208MUAH8CI,B004LZOTHU,379168911,,4,0,0,2011-09-12,475,-2,-0.02197802197802198,true,,privacy,0.999181798681126
US,22180851,RFUPD9KA2DU60,B004Z92T9W,399903927,,1,1,2,2011-08-27,167,-2,-0.06896551724137931,true,,privacy,0.9980787025468468
US,52710512,R3544IGXF28163,B004T4JKD6,677503255,,1,17,17,2011-07-12,364,-1,-0.014084507042253521,true,,privacy,0.9974350860733847
US,49138407,R1KWP7P82C8ZZC,B004HLWSPS,466304472,,5,0,0,2011-06-30,431,3,0.03896103896103896,true,,privacy,0.9999910559206119
US,16161248,REEMMBXICQ60Z,B004Y6Q8XE,627137855,,4,1,6,2011-06-20,364,9,0.13043478260869565,true,,privacy,0.9995099959584002
