marketplace,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,review_date,review_body_length,sentiment_score,sentiment_comparative,isPrivacy,coder_rating,classification,class_prob
US,1972915,R2A4L0M2KOBU6V,B00GSSHPZG,780341634,,5,1,1,2015-04-18,12,4,2,false,,other,0.31912589142727465
US,48455954,R1JTGT76K9SYBM,B008IXP8IU,889708120,,4,1,1,2015-04-16,110,3,0.15,false,,other,0.3583568218114137
US,8223904,R1NA2C2SW7Q3CY,B008IXP8IU,889708120,,5,0,0,2015-04-11,16,3,1.5,false,,other,0.36194789578748515
US,24735375,R2VNHEHIKYNWGD,B00QQ6VLOG,192641854,,1,1,2,2015-04-07,115,3,0.13043478260869565,false,,other,0.359139255644673
US,16003120,RJ1UT3CAYBP4P,B00MQZ1ZII,629741880,,5,0,0,2015-04-03,107,12,0.5217391304347826,false,,other,0.11632084145579272
US,20164496,R1G4QC5F6BJNZ8,B00OTN18VO,214888158,,4,0,1,2015-03-31,52,3,0.2727272727272727,false,,other,0.1061451545007771
US,3767914,RD6LR64ISHCF0,B00J3AW23G,206193712,,5,0,1,2015-03-28,10,3,1.5,false,,other,0.3770632806443403
US,13646620,R27ZIKX7CW6TYY,B00T6OFVO6,137455336,,5,0,0,2015-03-26,206,1,0.02127659574468085,false,,other,0.5536419388146471
US,3518292,R1JUSPWXKZVP65,B00PB5AO4G,598754847,,5,0,0,2015-03-21,71,7,0.4666666666666667,false,,other,0.14395735543039856
US,29988821,R3JEEYNK5NBQBI,B008RW6V1K,423380504,,5,0,0,2015-03-17,439,10,0.12195121951219512,false,,other,0.9847420081351239
US,1869982,R1S7T5W3FI2GWN,B00GKJDBBU,414167024,,5,0,0,2015-03-17,54,1,0.08333333333333333,false,,other,0.24351596602597392
US,45517087,R3IWLGMSU1RU8G,B00OXQXKE0,71290930,,5,0,0,2015-03-16,58,3,0.21428571428571427,false,,other,0.3834514600225702
US,48551031,R3FIJDA5CIJ131,B00FAPF5U0,46324555,,5,0,1,2015-03-13,181,3,0.09375,false,,other,0.6261506896260084
US,41614893,R1BSERR9ZAV4AN,B00GMHY9NO,190549125,,5,0,0,2015-03-12,110,5,0.23809523809523808,false,,other,0.1697272480574003
US,13848573,R4UJMNI3T9P3K,B0089BPEZS,227259263,,1,0,0,2015-03-11,22,0,0,false,,other,0.34621640441282875
US,47119292,R2EX3LJICXJHQU,B00FRQ32N4,147753191,,5,0,0,2015-03-10,17,0,0,false,,other,0.5
US,18384456,RZXHXZNU4DHB4,B00KNWYDU8,779873629,,4,0,0,2015-03-08,117,0,0,false,,other,0.5435978942965817
US,52884887,R3J1XHFDC37JC1,B004SOR4H6,255395670,,2,0,0,2015-03-06,116,-2,-0.08695652173913043,false,,other,0.40820220276864305
US,4822503,R35WFJ8X78G3S1,B00NUAK25A,13110276,,5,0,0,2015-03-04,134,10,0.37037037037037035,false,,other,0.21817009947306185
US,16908402,R1COOPY0I3A7MB,B00FAPF5U0,46324555,,5,0,0,2015-03-03,108,3,0.14285714285714285,false,,other,0.26290341350817903
US,10074220,R14QMQX4B6SH5K,B00ODD210C,890982802,,1,0,0,2015-02-28,24,0,0,false,,other,0.4209951790426994
US,38429772,R2KVQ65I2URD95,B00T2THIEQ,486761220,,5,0,0,2015-02-21,23,4,0.8,false,,other,0.30381730806226503
US,46412829,R3T5E4OP4N71CL,B00HJ30F1U,994499178,,1,3,3,2015-02-20,9,0,0,false,,other,0.35388649979894155
US,47402527,R20W1JT5EHELHE,B00PEVD59I,239827645,,3,0,0,2015-02-19,31,5,0.7142857142857143,false,,other,0.38887930042709423
US,43364149,R14LNOFEKZ8AKS,B00PSGW79I,94879781,,5,0,0,2015-02-17,46,4,0.4444444444444444,false,,other,0.28081710410316757
US,2737238,R279462KMJAIGR,B00FWQWDV6,793117418,,5,0,0,2015-02-12,18,4,1,false,,other,0.3678040940204912
US,2575884,R3ZCIYR0PD2YF,B00K6NLOLU,70820155,,4,0,0,2015-02-06,50,4,0.5714285714285714,false,,other,0.21379741678594497
US,22724113,R11XKLMQ0QPZ8L,B007DLSWJ0,369194264,,2,0,0,2015-02-03,5,0,0,false,,other,0.3107585824279774
US,3406688,R1H5T345LTIINY,B00AMR1HZ8,818627862,,5,0,0,2015-02-01,7,4,4,false,,other,0.2506890423232228
US,50522912,R27DI6KW7LQZ62,B00NGYBMOK,208698540,,2,0,0,2015-01-31,27,-2,-0.5,false,,other,0.20948356996945489
US,25431376,RQ16LK3KPLH5Y,B006QBQMJA,782176228,,4,0,0,2015-01-30,113,5,0.22727272727272727,false,,other,0.4858863488438272
US,51686998,R2U0HFMUX57OFX,B00N1HONIO,578182527,,5,8,10,2015-01-24,449,14,0.14736842105263157,false,,other,0.23886855179291494
US,51489983,R35NAG9076VPGM,B00APPKE7E,343473326,,2,0,0,2015-01-12,154,3,0.1111111111111111,false,,other,0.18719923784940817
US,4294285,RFOBBGBNHBR42,B00QW8TYWO,828652896,,5,0,0,2015-01-12,36,7,1.1666666666666667,false,,other,0.1809447759515176
US,3153108,R3T7M0T5FAHE1N,B00KZ1I254,22349378,,5,0,0,2015-01-07,12,4,2,false,,other,0.39446386059341315
US,3768023,RZP38CYO2N8BP,B0061RRV62,252603124,,1,2,3,2015-01-05,205,-5,-0.11627906976744186,false,,other,0.9902005424305896
US,7007421,R1DVGUQORU3OL3,B009HKL4B8,982869767,,4,0,0,2015-01-04,395,4,0.04938271604938271,false,,other,0.9415030154356413
US,29349069,R1NFPRHXBS9SS4,B00JOT3HQ2,545270466,,5,0,0,2014-12-29,34,3,0.5,false,,other,0.22705169742789763
US,51303166,R119H6D1XX6JB4,B00OGRMULA,911223497,,5,0,0,2014-12-28,27,2,0.5,false,,other,0.3342293661571607
US,5253649,R37X8F5RHM1SJ9,B00PSGW79I,94879781,,5,0,0,2014-12-28,21,4,0.8,false,,other,0.22333764471369402
US,2813755,R3B90DXGCPRY5Z,B00LVVPXJA,562514236,,5,1,2,2014-12-24,22,6,1,false,,other,0.4367683833136389
US,43076171,R3H34LSYJ7TIK0,B00BPC23XO,773742686,,5,0,0,2014-11-30,27,2,0.4,false,,other,0.19773525509692377
US,15048928,R2SAOQMB08B4SC,B00GGMGGKO,646027126,,4,4,5,2014-11-29,34,4,0.5714285714285714,false,,other,0.41715833334320207
US,2170362,RP137KM9CCEUU,B00NULWN9C,444723636,,4,0,0,2014-11-27,141,2,0.06666666666666667,false,,other,0.5069357066010882
US,3742630,R2XCDRIP9JTEAK,B00JRP4W1W,908228609,,5,1,1,2014-11-27,139,9,0.2903225806451613,false,,other,0.8738208983626002
US,20334101,R2LSOI37GW0BYW,B004M6B1NI,802095066,,3,0,0,2014-11-17,73,4,0.26666666666666666,false,,other,0.15410531337071415
US,11692058,R2MX6ROB69AXU4,B00CWY76CC,605389316,,4,0,0,2014-11-14,96,2,0.1,false,,other,0.1442685337930825
US,41284012,R2U3EGNTZA2Z2S,B008CFVG58,261415701,,4,0,0,2014-11-14,9,0,0,false,,other,0.30225081628848094
US,3679565,R3DZ6HU1ACTM4V,B00N5EAUMQ,251117861,,5,2,3,2014-11-11,174,10,0.3333333333333333,false,,other,0.1422686731993117
US,10009386,RFCODFS61SDLP,B00B5HWQH2,464539210,,5,0,0,2014-11-11,186,5,0.13513513513513514,false,,other,0.3079367042404768
US,21159864,R1Z3CWJVHCY7WM,B00JUFU4YS,485133888,,1,1,1,2014-11-06,114,-3,-0.125,false,,other,0.31749011527388094
US,49103990,RT0GR8XPP7LAH,B00E4WVYR8,300607199,,4,0,0,2014-11-02,116,2,0.1,false,,other,0.10980073074628538
US,38678079,R32JEA1O01NRM2,B00O5U4K6Q,803317165,,5,1,1,2014-11-01,9,3,1.5,false,,other,0.28729890612897446
US,13314177,R1SUGDC7LD2RKO,B00FAPF5U0,46324555,,5,0,0,2014-10-30,107,-2,-0.125,false,,other,0.262710748332258
US,7047810,R36LP2JK6MV4QD,B00H7Y9CKG,621762901,,5,0,0,2014-10-19,8,3,1.5,false,,other,0.24991303834026968
US,17141258,R15TECI4Z2H113,B004SOR4H6,255395670,,5,0,0,2014-10-16,16,3,0.75,false,,other,0.20465600310120663
US,11009573,R6JOEKXXNFB8M,B00BXPQN2K,845303633,,4,0,0,2014-10-06,346,2,0.03076923076923077,false,,other,0.2908259167773211
US,51382273,RFMCB7WJZYN25,B0064X7B4A,509180847,,4,1,1,2014-09-21,218,-1,-0.024390243902439025,false,,other,0.17155265146279364
US,8966310,R3VY035WJXOGAA,B00IAQ3RJM,135329517,,5,0,0,2014-09-05,27,3,0.5,false,,other,0.2776381080912553
US,5837401,RGLPHEFSW7WJR,B00J2RXR5M,701312748,,5,0,0,2014-09-03,105,6,0.24,false,,other,0.19305506507869571
US,11077645,R1YJPN0G9NF2RO,B004YX8BVE,712849868,,4,0,0,2014-08-31,323,-1,-0.016666666666666666,false,,other,0.29104269313669845
US,30757085,R3P3Z24Y5Y1FJK,B00LIBW0V2,253561756,,5,2,4,2014-08-26,30,3,0.375,false,,other,0.2523683916779433
US,21412956,R2GFMPXR52SQOC,B007ZIE1KU,452659363,,5,0,0,2014-08-26,9,4,2,false,,other,0.23220539906001622
US,15261987,RR3LMJJMYK3L6,B0091REZMW,951327357,,4,0,0,2014-08-19,279,3,0.05263157894736842,false,,other,0.6513441741554459
US,42993623,R22IRPQDE195G1,B00K7WGUKA,56127773,,5,0,0,2014-08-19,136,7,0.2413793103448276,false,,other,0.28018192525207214
US,1520807,R38428P7JDUGA9,B00JQNG6FA,259351268,,4,0,0,2014-08-18,22,1,0.25,false,,other,0.4667793716683175
US,21224413,R25BIUMHVDV2Y2,B00KFNXUY0,538573739,,1,0,0,2014-08-15,24,0,0,false,,other,0.31183485346505424
US,1951451,R3OK8ELZXRW56B,B00KR64QPW,180975484,,5,0,0,2014-08-15,15,3,0.75,false,,other,0.18652765751665162
US,20921600,R1DLCA42VCUR4H,B00HG5ERO2,548288466,,3,0,2,2014-07-18,109,5,0.2631578947368421,false,,other,0.342287031720829
US,31368895,R1T6SIQY2RAZP4,B00E8KLWB4,488246640,,4,0,0,2014-07-08,150,0,0,false,,other,0.4879931654883107
US,6778546,R1YCAVMQAO6GD5,B00DUGCLY4,144324129,,5,0,0,2014-06-23,130,3,0.1,false,,other,0.12626805901411192
US,6949156,ROMG1P615T2BV,B00GXH3TGG,621681961,,5,0,0,2014-06-20,117,11,0.5,false,,other,0.08454507991130876
US,43372830,R2JJUOO4DZ54NC,B00ESNW58K,58438420,,5,1,1,2014-06-11,196,7,0.17073170731707318,false,,other,0.09474315313371827
US,32151468,R2AWE3LMK6AG5B,B00E5XRUWY,979326263,,3,2,3,2014-06-11,258,-1,-0.020833333333333332,false,,other,0.5865832807103766
US,13349504,R23DREK0HNFJR0,B00HHBXYGM,335969904,,5,0,0,2014-06-02,144,2,0.08,false,,other,0.32308812643993623
US,50215720,R1HIGYOKQ193ES,B00EEDJHXA,594727865,,5,1,2,2014-05-31,393,6,0.08108108108108109,false,,other,0.39655217322099184
US,13376158,R1QRSRTK7XVNUV,B0085PFG1U,510122520,,4,19,23,2014-05-28,415,2,0.025,false,,other,0.3682989201559685
US,10505420,R2BQ2LAZK6037Y,B00BFUC8RC,378322629,,3,0,0,2014-05-28,249,3,0.0625,false,,other,0.45906330883994095
US,6768921,RTGV6DQ222Y3Z,B00CR0ONGS,375420312,,5,0,0,2014-05-27,159,3,0.08823529411764706,false,,other,0.44126785460641293
US,42907045,RH7BAHEQRLO4Y,B008LVBROS,456931369,,5,0,0,2014-05-27,121,3,0.15,false,,other,0.29415671012735295
US,37188871,R2QBDCPH73WGHB,B00B9AGS42,570236390,,1,1,1,2014-05-25,256,-4,-0.07547169811320754,false,,other,0.3013662971307432
US,17571433,R18XO9BHPOF5JT,B00F8H0LM2,791547247,,5,0,0,2014-04-23,103,5,0.22727272727272727,false,,other,0.07081403455891308
US,22780243,R1S3IPIAETPSNO,B00EUSADEQ,262026251,,1,1,1,2014-04-12,215,-5,-0.10869565217391304,false,,other,0.26902006527419625
US,47564508,R1IO9KOP8GY84I,B009C7JS14,859063001,,2,0,0,2014-04-11,111,4,0.17391304347826086,false,,other,0.3894335578986534
US,16284385,R33NQ0676ZECOG,B009C7JS14,859063001,,5,0,0,2014-04-10,122,6,0.24,false,,other,0.5654713586408205
US,2137293,R1B2UWPRP9XV18,B007BSPOG4,106127213,,5,0,0,2014-04-05,96,5,0.25,false,,other,0.2349361431406115
US,3790594,R1UQZCH12MPMON,B00F376X0Q,356236805,,3,27,33,2014-04-02,452,13,0.14285714285714285,false,,other,0.13164744541314488
US,7351529,R3FMSTGX27MTZC,B00DUD6SKA,924796094,,1,2,2,2014-03-28,162,-1,-0.030303030303030304,false,,other,0.4520671938003052
US,17988159,R2GV0YLPY6B2DC,B00AR1AUAW,511470265,,4,1,1,2014-03-27,333,6,0.09523809523809523,false,,other,0.044486936512031554
US,39996636,R3PHT91HPF7D7S,B00DYUKP9O,408421972,,2,0,0,2014-03-22,137,2,0.06666666666666667,false,,other,0.27018926281583766
US,21820614,REQ78BRBAOT7F,B005ZXWMUS,607278579,,5,0,0,2014-03-20,151,6,0.1875,false,,other,0.5924515326000226
US,34344898,R316XR5JNQ95YJ,B00785P2QC,162354237,,4,0,0,2014-03-14,180,6,0.15384615384615385,false,,other,0.08244237401058489
US,5748146,R2L76SW3S1CENU,B00G4FAU14,484489100,,1,0,0,2014-03-13,109,0,0,false,,other,0.5159826923210696
US,16146467,R19LFO5P1SGGN8,B00DYY92MG,992135757,,5,0,0,2014-03-01,119,10,0.43478260869565216,false,,other,0.10731312302585436
US,47823301,R35IRHX8CHFJNV,B00H44JGU0,14800332,,3,18,18,2014-02-25,452,13,0.1368421052631579,false,,other,0.03633813168082364
US,43682856,R1F11MDEP7RJE3,B00GIULVBI,438820643,,2,1,3,2014-02-16,106,0,0,false,,other,0.42824811799488083
US,43491677,R2UAZUR8OH5LEW,B00I8M64QG,393374575,,5,0,0,2014-02-10,122,6,0.21428571428571427,false,,other,0.2400599117521665
US,31078645,R10J7OXD30L3RW,B00E1LP82O,739766835,,4,16,30,2014-02-08,294,-2,-0.03773584905660377,false,,other,0.4454465384110751
US,7682035,R1X3PDUAV0BABP,B00CGE9EVO,74821364,,1,7,11,2014-02-07,112,0,0,false,,other,0.24957159393255676
US,8296078,R2W99HWN0SCK5,B00CWY76CC,605389316,,5,0,0,2014-01-25,111,1,0.05,false,,other,0.17477833383593494
US,4654471,RJR2FYWU56K7U,B00BXDTZX6,171469392,,1,7,9,2014-01-22,209,-1,-0.022222222222222223,false,,other,0.6923364397596858
US,10858821,R24XBO6ZLMNHFX,B00FCYEZOQ,246752893,,4,0,0,2014-01-16,98,2,0.1,false,,other,0.23750167555707963
US,44494414,R3PTGACQF8A5IU,B00E8KLWB4,488246640,,4,0,0,2014-01-08,118,4,0.16666666666666666,false,,other,0.48976881623121904
US,3670789,R24LDLB73XUK10,B00EDUTGB2,917637253,,5,0,0,2014-01-02,150,3,0.1111111111111111,false,,other,0.1891614725528005
US,49869175,R1YP8U871645ZH,B008RKY9L6,880977142,,5,4,4,2013-12-30,93,4,0.2,false,,other,0.09285806159519427
US,48544956,R1Z2PHD5IIZM27,B004HGK6FW,812937552,,5,0,0,2013-12-28,184,3,0.08333333333333333,false,,other,0.6245041391373687
US,6256780,R2D4KSJMPADC66,B00DJYC55C,160617994,,4,21,31,2013-12-10,357,-3,-0.04477611940298507,false,,other,0.8967936809912704
US,9499952,R1DW614GTY7XEX,B008KYOCA2,85757353,,5,0,0,2013-12-08,217,5,0.1111111111111111,false,,other,0.18355008816689888
US,11808745,R1URDXRKMD824O,B00BXTX4AU,140279101,,2,21,25,2013-12-02,156,0,0,false,,other,0.5446289997679542
US,19585175,R3UK8YM1YW0KBT,B00G9B1MEM,583293690,,5,5,9,2013-11-23,130,13,0.5416666666666666,false,,other,0.07300773277345317
US,24192156,R2MFVN422M3ZJP,B004LOMB2Q,435106875,,5,0,0,2013-10-26,128,3,0.14285714285714285,false,,other,0.6894460535719208
US,6339333,R15DMI3QXPW55V,B00FR84CB8,753378438,,5,3,5,2013-10-24,137,13,0.52,false,,other,0.1654831244934312
US,48577747,R36U445XVZA8JW,B00BXPQN2K,845303633,,5,0,0,2013-10-20,123,9,0.375,false,,other,0.16602461260966206
US,10152491,R1WJKAM2XMFYQB,B00AQWNU3G,327119737,,1,0,2,2013-10-17,199,-2,-0.05405405405405406,false,,other,0.3101548073264606
US,9882425,R1RL0EO3PMVW62,B007TMUNDQ,182882032,,1,0,2,2013-10-15,149,1,0.04,false,,other,0.5232496476598386
US,6338623,R1GTEAJGVG1FOH,B00DS6HX58,690126291,,1,1,1,2013-10-07,187,-4,-0.10526315789473684,false,,other,0.30259001502572325
US,11014882,R1KZXN8LX5CXLJ,B008TYZZTA,95728753,,5,0,0,2013-09-29,156,6,0.23076923076923078,false,,other,0.2893264371205608
US,38109789,R13SZ2S44SNTP3,B009UX2YAC,879319057,,5,0,0,2013-09-08,174,9,0.2571428571428571,false,,other,0.23989252941164851
US,21657512,R3103ZI1Q46KKG,B00AREIAI8,265040255,,5,0,0,2013-08-29,128,6,0.24,false,,other,0.2741223570148592
US,18682709,R2336PLWKENC67,B00A9NXGAO,210191232,,5,1,1,2013-07-29,229,12,0.2727272727272727,false,,other,0.14007812347346685
US,6827763,RZI7H7FRWDWQB,B0094BB4TW,569156287,,3,0,0,2013-07-27,313,6,0.09375,false,,other,0.6438415876834431
US,11585709,RF11I0WPTYJ76,B0057A6GA6,197742738,,4,0,0,2013-07-11,164,10,0.37037037037037035,false,,other,0.08051752219693466
US,46089088,R2VUNOE3GIWV1J,B009KS4XRO,490050721,,5,0,0,2013-07-06,134,5,0.17857142857142858,false,,other,0.328054166308578
US,6893067,RI8LYH1HJ8R6G,B00CUWWLWG,100836106,,5,5,5,2013-06-18,83,11,0.55,false,,other,0.17237792703094534
US,20083137,R8Q1PBRQ13AJA,B00B7KKNI6,647519291,,5,0,0,2013-05-30,162,7,0.2413793103448276,false,,other,0.25011513971101196
US,14844908,R28X0JBMVYBOCI,B00AR25MAE,630651294,,4,1,3,2013-05-17,123,4,0.19047619047619047,false,,other,0.48557533539821013
US,16473750,R23C5MJFLIUV7M,B00BAFXGMS,63184487,,2,190,214,2013-05-15,164,-2,-0.0625,false,,other,0.2640854730640799
US,28905087,R1ZMGLFWUBJORM,B008JGSM6G,345007076,,3,0,0,2013-03-24,113,0,0,false,,other,0.5058821466758229
US,43030968,R10FCY8GZDFXTG,B009UX2YAC,879319057,,1,1,9,2013-03-21,168,4,0.11428571428571428,false,,other,0.24142453089672172
US,4931373,R2PP1HRH4B4G79,B004HGK6FW,812937552,,5,0,0,2013-03-13,153,5,0.22727272727272727,false,,other,0.062399654066795526
US,46240474,R2N5W5O44AD8D1,B008L18QVU,299512244,,5,1,2,2013-03-01,235,9,0.18,false,,other,0.07069012573447178
US,47854955,R3UM5MAD67N0AX,B006C3KP72,794764959,,5,0,0,2013-02-25,124,6,0.24,false,,other,0.13098249840478132
US,14810496,R18TEUOVXY4NJ2,B009MCRHH6,269687228,,1,2,13,2013-02-21,120,-2,-0.07692307692307693,false,,other,0.4402548933587724
US,7502789,R7RN009VU4QUY,B008JGSM6G,345007076,,5,0,0,2013-01-24,122,8,0.4,false,,other,0.07854913030415284
US,46470403,R1AFGJ7085VE0Q,B009HKL4B8,982869767,,2,0,0,2013-01-18,144,-1,-0.03333333333333333,false,,other,0.32846898708928657
US,47255002,R39VRVSW8KQP81,B007SYXJ2C,310073784,,5,52,69,2013-01-15,168,4,0.11428571428571428,false,,other,0.23712406518743143
US,26111737,R25C1BPX67HZZF,B0079OAXUW,44683560,,4,6,8,2013-01-08,127,2,0.07692307692307693,false,,other,0.48306757118399046
US,42388202,R2P1TE1N3GFD1R,B00AKJRPC2,44485113,,5,0,0,2012-12-16,140,2,0.07692307692307693,false,,other,0.27411287035864484
US,43207011,R1HNF5I14QBTJ8,B00ABMQFEM,34755884,,3,9,14,2012-12-01,119,7,0.2692307692307692,false,,other,0.19982240524280198
US,27212143,R3M9GZMN41SKBX,B008PPGFZG,775500639,,3,1,2,2012-11-19,132,1,0.04,false,,other,0.6155901711794991
US,44872544,R2J5ETAYA6Y1EF,B008G0K9OS,477563486,,5,0,0,2012-10-13,149,10,0.38461538461538464,false,,other,0.2079230831507055
US,28594523,R1STH3XI7KJ1HC,B008XG1X18,752212580,,5,0,0,2012-09-26,124,13,0.5909090909090909,false,,other,0.1525087505342956
US,10483338,R337SEH8MMDAF8,B008JJS6D2,964911146,,1,0,0,2012-09-21,107,0,0,false,,other,0.4860851654596095
US,44885810,R45FOOVKC7CWE,B008Y7SMQU,416509701,,4,0,0,2012-09-10,166,4,0.11764705882352941,false,,other,0.1654794613196623
US,46445530,R17LSAZIS7M3PT,B008K3OOJM,154297844,,5,0,0,2012-09-02,105,5,0.25,false,,other,0.42386161516350673
US,33659200,R1DG1RGFNXU3TU,B006OC58XM,182845590,,4,4,4,2012-08-31,150,2,0.07407407407407407,false,,other,0.1595236213057866
US,11789047,R1APBBTU5J9JIS,B00859TXHY,988505818,,5,0,0,2012-08-19,104,5,0.21739130434782608,false,,other,0.1579316141265884
US,25305623,R3HLGSSHYDQF0,B0062R1JDM,859106889,,1,0,0,2012-08-12,122,0,0,false,,other,0.30930665535662827
US,48057189,RH1O5HTOAJX4G,B007TBAQCK,254575372,,5,0,0,2012-07-28,148,13,0.4482758620689655,false,,other,0.15767918748846643
US,31756920,RQC8UHYRPWDHE,B005K17RU0,423318367,,5,0,0,2012-07-04,126,0,0,false,,other,0.23687777839789992
US,44300637,R2OC2XYRALAIG0,B0069TRVWQ,662080361,,1,1,4,2012-06-29,212,7,0.15217391304347827,false,,other,0.34819199397226797
US,44438638,R3UNDKHWMZTOIJ,B007TXUZ1U,715592941,,3,0,1,2012-06-25,157,8,0.27586206896551724,false,,other,0.4363286135214726
US,51490844,R4H4OL34ACVVZ,B007TBAQCK,254575372,,3,0,0,2012-05-08,130,1,0.04,false,,other,0.877491035690212
US,16925077,R2IHZ31IY9FF5E,B007JPG04E,603931157,,4,0,0,2012-04-23,226,4,0.08888888888888889,false,,other,0.15088225722673432
US,44854992,R56MU8OACSGT1,B007SXBMH2,941824618,,5,0,1,2012-04-14,131,-1,-0.03571428571428571,false,,other,0.9700670099140027
US,21080841,ROPMJK71A31EL,B006OC2ANS,733723328,,5,0,0,2012-04-04,125,6,0.2608695652173913,false,,other,0.038942229247063
US,45204445,RNWSN5O5QE703,B0071Q75AO,566251640,,1,0,1,2012-03-24,105,-1,-0.047619047619047616,false,,other,0.7084832898201431
US,22691100,RB7OLASV0AKWH,B0064XT03U,612414678,,5,0,0,2012-03-21,235,0,0,false,,other,0.24859626665696719
US,48957569,R1DJ07GY4MNS5E,B006D1ONE4,161579655,,1,2,5,2012-03-07,260,0,0,false,,other,0.8945866071780749
US,39065624,R2W0Q2H58VS6JX,B004SCG69A,807662865,,5,0,0,2012-01-22,121,5,0.19230769230769232,false,,other,0.09260129012395624
US,18772413,R2KM31VDJX327H,B004O4W7KY,639616857,,4,0,5,2012-01-04,101,2,0.09090909090909091,false,,other,0.2673317743408542
US,37770186,R37DIERVQMNLYN,B004I16N1W,439775536,,4,0,0,2011-11-26,187,5,0.125,false,,other,0.5877029031219507
US,28925474,R1OD389TQ0HD4Y,B0052UZIFA,864957278,,1,0,0,2011-06-02,99,-1,-0.045454545454545456,false,,other,0.5142242265735721
